asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Pigeon,Pigeon,HOLD,FAIL,HOLD,True,Pigeons,HIGH,Dove,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Pigeon.png,440,440,RGBA,294f9e0b36aaaeb212062fd18250d2f068cf89dfe7d62526e4f0a31a7ea5bd5a,d8570f0985d19ec6467610ef5fb30c67a5a48a1e5a2b1dabab99eb42a26c4618
Pika,Pika,HOLD,FAIL,HOLD,True,Rabbits and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Pika still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Pika.png,440,440,RGBA,00be5918ec5a98045b5389aab3735f51083971850a7df1a8f78b90ae7822b473,d9aedcfb1d51fb2b2b343cad27006a984aa2e4025998512de34478299eadd70a
Pike,Pike,HOLD,FAIL,HOLD,True,Pike-like fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Pike.png,440,440,RGBA,ea934e3cdd63893667e7ccb55f8108502ac895c28f9e3d33e6c94cec0f7d5260,e0d3abf30838b1403e2fa31cf3e091841b823b8ed2d1738ae2ab8a0b1da56c3e
Pilot_Whale,Pilot Whale,HOLD,FAIL,HOLD,True,Marine mammals,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",Pilot_Whale.png,440,440,RGBA,3f3549c7f7c72db7e6e507f246bcaa1d54c0ab70cbb26e6e04a5447964d33eb7,ec5feac93e3f025e89a3520e19c74c1e12eef9bd3ba2ecc3a6e092ef4b620d05
Pipefish,Pipefish,HOLD,FAIL,HOLD,True,Seahorses and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.",Pipefish.png,440,440,RGBA,2e939c280a326acbab9fae365fae6d7655fd6a07975937ffb37dedbbdd6772c8,306dbe041c2ec61d1b4880d01db7528fd39defa4b1d7e675eb58346b3f269040
Piranha,Piranha,HOLD,FAIL,HOLD,True,Characins,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Piranha still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Piranha.png,440,440,RGBA,aac9b1c489e24824768986f321f01582b73cc1a0ea1632cfde84b738d25437fe,70a3bf706083fc1b2a899d614a713359051b857fe73e2b28f1d2205b6df0d05c
Platypus,Platypus,HOLD,FAIL,HOLD,True,Egg-laying mammals,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Bill and flat tail are present; increase webbed feet and lower aquatic posture. Broad family routing may be usable, but Platypus still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Platypus.png,440,440,RGBA,102c2767747b3dcd86c3be9fda16cadf3716f0ff90abb5cee39b1bc9b35a978b,86b262bce25d117d5e919fd0a0a0ab0e048ed8cdeb14f766af4b26aa76433345
Plover,Plover,HOLD,FAIL,HOLD,True,Shorebirds,HIGH,Finch | Lark | Robin | Sparrow | Spider | Starling | Swallow | Swift | Tanager | Weaverbird,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",Plover.png,440,440,RGBA,275f19686f8348c93bba56403c89afae895fc0af569018cc7df2c678a0480f76,8d387dae672c7cb6ce900b5c4499181d0487980ac9e6428adeee24d1379b4c21
Poison_Dart_Frog,Poison Dart Frog,PASS,PASS,FAIL,True,Frogs,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The compact frog body and high-contrast aposematic pattern remain distinct and readable.,Poison_Dart_Frog.png,440,440,RGBA,f700bbd49c114faf448a8fbfe157dc0c4801941c5271074adead8b828b31800f,d72790147beb88c42fe6c599d4ebecc4cbb7f71f3858de09bbde3efc1d53fa37
Polar_Bear,Polar Bear,FAIL,FAIL,HOLD,True,Bears,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The white color is correct, but the body remains a sheep-like hoofed quadruped. Use a long-necked ursid body, large paws, small ears and elongated polar-bear head.",Polar_Bear.png,440,440,RGBA,f5ad4cab7a09a757c454be6fb18c3d74b778db1ec10ed26129f0e706c38131a7,cb30cf309bd8f005786fa0e169683b227dc28f738076c9409577be93651e249d
Pollock,Pollock,HOLD,FAIL,HOLD,True,Cod-like fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Pollock.png,440,440,RGBA,fd60c47e32dd4e7c8ec6fef6cec47e8c85f0521e6551f6711347d4dce4022d8d,2d5453293737797f551c48ecf3e7a7e09b8e5a95cfb2f87a8776c0ce62b50921
Polychaete_Worm,Polychaete Worm,HOLD,FAIL,HOLD,True,Worm-like animals,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Polychaete Worm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Polychaete_Worm.png,440,440,RGBA,107d57f0171a54c5a7fad2a6a850126df44e2b3588daab1362bec6575c8d4222,604f9bb7acd504bf990a7ff44d48b098a66ee086f7fc2e467d2d62aad382b4d3
Pond_Turtle,Pond Turtle,HOLD,FAIL,HOLD,True,Turtles and tortoises,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use species-correct shell profile, neck/head, limb type (flipper, webbed foot or columnar leg), tail and shell texture rather than one generic turtle.",Pond_Turtle.png,440,440,RGBA,28940f812831877e319ca1ad5132642e28ac353abfaf131e866d666bb465aa0c,6668239c9cbc79cbd154510b99ca104c6b63d1b713e0b51204d0b67f0c59bcf0
Porcupine,Porcupine,HOLD,FAIL,HOLD,True,Rodents,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",Porcupine.png,440,440,RGBA,77b3ad963a27beeb188cc86cf9e7e4a44fa2c5be5168a8598eb95ca97873babc,b9d492f86d83386ae78aea16b39b061ca613753b44aab4e439946eb0e916a4b4
Porpoise,Porpoise,HOLD,FAIL,HOLD,True,Marine mammals,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",Porpoise.png,440,440,RGBA,cdc202e20d9295a820836363df3cdbbfda67a8c2c0a94e69a4a94523b293b521,69bf1168f6f4c9cfa7a2306b7f64cc93159d6ee4a0d0e0aa7e5149a7ec83106d
Portuguese_Man-of-War,Portuguese Man of War,HOLD,FAIL,HOLD,True,Gelatinous or colonial marine life,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Portuguese Man of War still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Portuguese_Man-of-War.png,440,440,RGBA,fd8ac07492c7a3a93cac17161f5628c6044463df660114d81255a290e4b4b709,63a441a70ea1456c588c51c6e551a523be423669ff10fe8e40edd9660ba561c8
Possum,Possum,HOLD,FAIL,HOLD,True,Marsupials,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Possum still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Possum.png,440,440,RGBA,e4d84b92dbf4333909107c3a2dac8421f8c5e8e49fa2d0297885d6e24ffe154f,010a748441461c51de407159f07a216508b2910f4925e9ea7f72124f5e4ed653
Prairie_Dog,Prairie Dog,HOLD,FAIL,HOLD,True,Rodents,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",Prairie_Dog.png,440,440,RGBA,45b1d935ef2229f15a745b47ceb385cc1a2f60e2f37875d0881b9beef8e325f3,4b77dea18bcf49ce95665fcc2cc16489de40e9715866e2379566bb136e47af90
Prawn,Prawn,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Prawn.png,440,440,RGBA,4e2f60b140f8b28d327b3cc063712a0ba00cc8bf62580be7288ca37415bd8d88,84128d4a53ef625ac01905d8bc8eb6285384794994e7e51d09b4ef68a5208c83
Proboscis_Monkey,Proboscis Monkey,HOLD,FAIL,HOLD,True,Primates,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",Proboscis_Monkey.png,440,440,RGBA,ec6bbc8a492b9aa4e37438e5055e8f5f3424c367a072a85d6a6eca2fd438d401,5c7753f11db629a4365b2c7e7c0b4e2e01305c22cf74f7a0d8cd220d46c71238
Pronghorn,Pronghorn,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Pronghorn still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Pronghorn.png,440,440,RGBA,589791d82b40937d6563c2749b2d1ddb56749e4c75e08219e63a0c2669e167bd,38c8d098b7a247a68db818e4520b6aa650831dbe0a2a48a1b0058d32ef1a0da4
Pseudoscorpion,Pseudoscorpion,HOLD,FAIL,HOLD,True,Ice and cave insects,HIGH,Mite | Mole,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Pseudoscorpion.png,440,440,RGBA,395d68e27af47bdc5056c05c01f7e5b6f6194e5513e763ac5adadb256d17e492,9698ba481799c9a5fa32e3b6ee5a1cf7a60699ba5b73c0ccdc9a3073cc3f85dd
Ptarmigan,Ptarmigan,HOLD,FAIL,HOLD,True,Gamebirds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Ptarmigan.png,440,440,RGBA,376d43a9e66c68d14a4d6e0db51493db710d4f718a529c855ac9eeb00d996a9f,601d7851491cdd0bd7b4dbd49b062880752a291648b2dd02faf8e9facd3aa364
